8,7,7,7,8,8,7,8,7,6,,7.3
9,7,9,8,7,7,8,10,8,6,,7.9
12,9,8,9,10,7,12,11,8,5,,9.1
12,7,8,8,13,3,13,13,9,3,,8.9
7,8,8,6,12,2,12,12,7,3,,7.7
6,7,8,9,10,0,12,15,7,2,,7.6
8,8,10,11,9,0,8,20,6,0,,8
7,7,9,12,9,0,10,19,6,0,,7.9
7,7,11,11,9,0,8,18,11,0,,8.2
7,6,8,9,9,0,7,17,7,0,,7
8,5,7,7,8,0,6,19,6,0,,6.6
10,5,6,7,6,0,6,18,6,0,,6.4
11,4,6,10,7,0,6,15,6,0,,6.5
13,5,6,9,6,0,6,17,9,0,,7.1
12,4,8,10,6,0,6,17,6,0,,6.9
12,5,8,9,6,0,7,17,5,0,,6.9
12,5,8,6,6,0,7,22,5,0,,7.1
11,5,7,6,4,0,6,19,5,0,,6.3
10,5,7,5,5,0,6,17,6,0,,6.1
11,5,9,8,4,0,8,19,5,0,,6.9
12,5,7,6,3,0,6,19,5,0,,6.3
11,6,6,8,3,0,7,18,6,0,,6.5
11,4,7,6,3,0,6,18,5,0,,6
13,5,7,6,5,0,6,20,6,0,,6.8
11,4,8,5,5,0,5,19,6,0,,6.3
11,4,7,5,6,0,6,18,5,0,,6.2
11,5,7,5,4,0,7,19,5,0,,6.3
10,5,8,5,4,0,6,19,5,0,,6.2
10,4,9,5,3,0,7,19,6,0,,6.3
10,4,8,5,3,0,6,19,5,0,,6
10,5,8,6,3,0,6,19,6,0,,6.3
11,5,8,5,3,0,8,19,5,0,,6.4
12,4,9,5,2,0,7,20,6,0,,6.5
10,4,9,5,3,0,6,18,8,0,,6.3
10,4,6,6,4,0,6,20,7,0,,6.3
12,4,7,6,2,0,7,19,7,0,,6.4
12,4,7,6,4,0,8,19,7,0,,6.7
12,4,9,5,3,0,6,21,6,0,,6.6
12,4,7,6,3,0,7,21,7,0,,6.7
11,5,6,5,3,0,6,20,6,0,,6.2
12,5,6,5,6,0,6,22,6,0,,6.8
10,5,6,5,6,0,7,20,7,0,,6.6
10,5,6,5,5,0,7,21,8,0,,6.7
10,5,6,5,4,0,6,20,7,0,,6.3
13,5,6,6,6,0,5,19,7,0,,6.7
12,6,8,5,6,0,5,20,6,0,,6.8
12,6,7,5,4,0,6,20,7,0,,6.7
14,6,9,5,5,0,5,21,8,0,,7.3
14,6,9,6,5,0,5,19,7,0,,7.1
14,4,10,7,3,0,5,20,6,0,,6.9
13,4,7,7,4,0,5,19,7,0,,6.6
12,4,7,6,4,0,5,18,9,0,,6.5
14,5,8,6,4,0,6,20,10,0,,7.3
12,4,8,6,4,0,6,18,7,0,,6.5
13,4,7,6,6,0,5,18,9,0,,6.8
14,6,7,5,4,0,5,18,11,0,,7
13,6,7,5,3,0,5,18,10,0,,6.7
14,4,7,5,3,0,6,20,11,0,,7
14,4,7,5,3,0,6,20,9,0,,6.8
14,4,7,5,3,0,6,19,8,0,,6.6
14,4,7,5,3,0,5,19,9,0,,6.6
14,4,6,5,3,0,6,19,9,0,,6.6
14,4,7,5,3,0,8,19,10,0,,7
13,4,6,6,3,0,6,19,9,0,,6.6
13,4,6,8,4,0,5,18,10,0,,6.8
12,4,7,5,4,0,5,18,10,0,,6.5
12,4,8,6,3,0,6,19,9,0,,6.7
12,4,6,5,3,0,6,19,10,0,,6.5
12,5,7,5,4,0,6,19,8,0,,6.6
12,4,6,5,4,0,6,18,8,0,,6.3
13,5,6,5,6,0,7,18,8,0,,6.8
12,5,6,8,5,0,6,20,11,0,,7.3
12,5,5,8,3,0,6,19,10,0,,6.8
15,5,5,5,3,0,6,19,9,0,,6.7
13,5,4,5,6,0,5,19,9,0,,6.6
14,4,4,5,4,0,7,18,8,0,,6.4
18,4,4,6,4,0,6,18,9,0,,6.9
16,4,5,6,3,0,6,20,9,0,,6.9
15,4,4,6,4,0,7,22,9,0,,7.1
15,5,5,6,2,0,6,21,8,0,,6.8
16,5,5,5,2,0,7,19,12,0,,7.1
15,4,5,5,2,0,6,19,10,0,,6.6
15,5,6,5,2,0,6,20,11,0,,7
17,4,6,6,2,0,7,19,8,0,,6.9
18,4,4,5,1,0,6,18,8,0,,6.4
15,5,4,5,4,0,5,18,10,0,,6.6
16,5,4,5,3,0,6,18,8,0,,6.5
15,5,6,5,2,0,6,19,9,0,,6.7
16,4,4,5,2,0,6,19,7,0,,6.3
17,5,4,5,0,0,8,20,7,0,,6.6
17,5,4,5,0,0,6,20,7,0,,6.4
17,4,6,5,0,0,6,21,8,0,,6.7
16,5,5,5,0,0,6,20,6,0,,6.3
16,4,6,5,0,0,8,20,7,0,,6.6
16,4,7,5,0,0,4,18,6,0,,6
17,4,6,6,0,0,5,20,6,0,,6.4
16,5,5,6,0,0,6,19,6,0,,6.3
16,4,5,6,0,0,4,19,6,0,,6
16,5,6,6,0,0,5,19,6,0,,6.3
17,4,7,6,0,0,5,19,7,0,,6.5
18,4,6,5,0,0,6,20,6,0,,6.5
18,5,5,6,0,0,4,19,6,0,,6.3
21,4,5,5,0,0,4,18,7,0,,6.4
20,4,5,5,0,0,6,19,5,0,,6.4
21,5,5,7,0,0,7,20,5,0,,7
18,5,5,6,0,0,5,20,6,0,,6.5
19,5,5,6,0,0,4,21,6,0,,6.6
20,4,5,6,0,0,4,22,6,0,,6.7
19,5,5,6,0,0,4,19,5,0,,6.3
18,4,8,5,0,0,4,18,5,0,,6.2
18,4,6,5,0,0,4,19,5,0,,6.1
19,5,6,6,0,0,4,18,5,0,,6.3
21,6,6,6,0,0,4,20,7,0,,7
20,4,7,6,0,0,4,19,5,0,,6.5
19,4,8,6,0,0,4,19,7,0,,6.7
19,4,5,6,0,0,4,19,5,0,,6.2
18,6,5,6,0,0,5,19,6,0,,6.5
19,5,5,6,0,0,4,21,6,0,,6.6
20,5,6,6,0,0,4,20,6,0,,6.7
19,4,5,5,0,0,4,19,6,0,,6.2
19,4,6,6,0,0,4,19,5,0,,6.3
19,4,7,6,0,0,5,19,5,0,,6.5
20,4,6,6,0,0,5,20,5,0,,6.6
19,4,5,6,0,0,4,18,5,0,,6.1
19,4,6,6,0,0,6,19,5,0,,6.5
21,4,6,6,0,0,5,22,5,0,,6.9
21,5,5,6,0,0,4,20,7,0,,6.8
21,5,6,6,0,0,4,18,6,0,,6.6
19,5,7,6,0,0,4,19,6,0,,6.6
18,5,7,6,0,0,4,18,7,0,,6.5
19,4,7,6,0,0,4,19,8,0,,6.7
19,5,6,6,0,0,6,20,6,0,,6.8
20,5,5,6,0,0,6,21,5,0,,6.8
19,5,5,7,0,0,6,19,6,0,,6.7
20,4,6,5,0,0,6,19,6,0,,6.6
20,4,5,6,0,0,6,19,5,0,,6.5
19,4,6,5,0,0,6,18,5,0,,6.3
21,4,5,5,0,0,6,20,5,0,,6.6
21,4,6,5,0,0,5,20,5,0,,6.6
19,4,5,5,0,0,5,18,6,0,,6.2
20,4,7,6,0,0,6,19,7,0,,6.9
20,4,10,5,0,0,6,19,6,0,,7
21,5,5,5,0,0,6,19,5,0,,6.6
18,5,5,5,0,0,6,18,5,0,,6.2
18,4,5,5,0,0,6,19,7,0,,6.4
18,4,5,7,0,0,6,19,5,0,,6.4
18,4,5,7,0,0,5,18,5,0,,6.2
19,6,4,7,0,0,4,19,5,0,,6.4
19,5,6,6,0,0,4,20,6,0,,6.6
19,4,5,6,0,0,5,20,5,0,,6.4
22,4,6,7,0,0,4,20,5,0,,6.8
20,5,4,5,0,0,4,19,5,0,,6.2
21,5,4,5,0,0,4,18,5,0,,6.2
20,4,4,6,0,0,6,18,5,0,,6.3
21,4,4,6,0,0,5,18,5,0,,6.3
21,4,4,6,0,0,4,21,5,0,,6.5
21,4,8,5,0,0,4,23,6,0,,7.1
21,4,5,6,0,0,4,20,7,0,,6.7
21,4,4,7,0,0,5,18,6,0,,6.5
21,5,5,6,0,0,5,18,6,0,,6.6
21,5,4,6,0,0,6,18,9,0,,6.9
19,5,4,6,0,0,5,19,7,0,,6.5
20,6,6,5,0,0,6,19,6,0,,6.8
20,6,5,7,0,0,6,18,7,0,,6.9
21,5,5,5,0,0,6,18,7,0,,6.7
22,5,5,7,0,0,6,18,7,0,,7
22,5,5,6,0,0,5,18,6,0,,6.7
21,6,5,7,0,0,5,17,7,0,,6.8
20,6,5,6,0,0,5,17,8,0,,6.7
22,6,7,6,0,0,5,18,7,0,,7.1
21,6,6,6,0,0,5,19,7,0,,7
21,5,5,6,0,0,7,19,7,0,,7
23,6,5,7,0,0,5,19,7,0,,7.2
23,5,6,5,0,0,5,19,7,0,,7
21,5,5,5,0,0,5,18,6,0,,6.5
20,4,5,6,0,0,5,17,7,0,,6.4
20,4,5,6,0,0,5,17,5,0,,6.2
20,4,4,6,0,0,6,18,5,0,,6.3
22,5,5,6,0,0,6,19,5,0,,6.8
22,4,5,5,0,0,5,18,5,0,,6.4
23,4,4,5,0,0,6,18,6,0,,6.6
22,4,4,5,0,0,7,18,6,0,,6.6
21,4,5,5,0,0,5,18,5,0,,6.3
21,4,5,6,0,0,5,18,5,0,,6.4
20,4,4,5,0,0,4,19,5,0,,6.1
21,5,5,5,0,0,6,20,6,0,,6.8
20,4,7,7,0,0,5,18,5,0,,6.6
20,4,6,6,0,0,6,21,5,0,,6.8
20,4,5,6,0,0,5,19,5,0,,6.4
20,4,5,6,0,0,5,20,7,0,,6.7
20,4,7,5,0,0,7,18,7,0,,6.8
21,5,5,6,0,0,6,22,6,0,,7.1
22,5,7,6,0,0,6,19,6,0,,7.1
20,6,5,6,0,0,4,23,6,0,,7
20,6,5,6,0,0,5,20,7,0,,6.9
20,5,5,6,0,0,5,19,7,0,,6.7
20,4,6,5,0,0,8,20,7,0,,7
20,4,5,5,0,0,7,21,8,0,,7
20,5,6,5,0,0,6,18,6,0,,6.6
21,5,6,5,0,0,8,19,7,0,,7.1
